merchant,n,n_debit,n_credit,pct_credit,modal_plaid,suggested_leaf,source,reason,samples
roadchef,430,423,7,1.6,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,,A needs_carlos,"A plausible leaf exists, but the supplied evidence does not establish one unambiguous debit-default entity leaf.",debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Roadchef Costa | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Roadchef Costa | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Roadchef Costa | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Roadchef Costa | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Roadchef Cos
zettle,411,409,2,0.5,DINING_DINING,,A needs_carlos,payment processor hides the underlying merchant.,debit|DINING_DINING|8957 30JUL25 CD   ZETTLE_*THE       COLOMBIAN         PAULTON GB | debit|TRANSFER_OUT_OTHER|3859 29JUN25 CD   ZETTLE_*LANDBICES LONDON GB | debit|TRANSFER_OUT_OTHER|6871 02SEP25 C    ZETTLE_*ADRIAN    DELTA T           BOOTLE GB | debit|DINING_DINING|8957 23AUG25 CD   ZETTLE_*THE       COLOMBIAN         PAULTON GB | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|Zettle_*Peck  ON 08 
flower lane sp,393,393,0,0.0,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,,A needs_carlos,entity unclear.,debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Flower Lane Sp4 | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Flower Lane Sp4 | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Flower Lane Sp4 | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Flower Lane Sp4 | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Flower Lane Sp4 | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDIS
extra,385,379,6,1.6,TRANSFER_OUT_OTHER,,A needs_carlos,generic account descriptor.,debit|TRANSFER_OUT_OTHER|joint account                            extra | debit|TRANSFER_OUT_OTHER|EXTRA CASH | debit|TRANSFER_OUT_OTHER|EXTRA CASH | debit|TRANSFER_OUT_OTHER|EXTRA CASH | debit|RENT_AND_UTILITIES_TELECOMMUNICATIONS|JOINT ACCOUNT     extra 4 phone bill | debit|GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES|ref: Admin Extra subscription - Aug 2025
max,382,382,0,0.0,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,,A needs_carlos,generic key has unrelated people and services.,"debit|TRANSFER_OUT_OTHER|MAX 60163 SHOUKIYA (VIA APPLE PAY), 60.00 SAR RATE 0.1993/GBP, ON 20-06-2025 | debit|TRANSFER_OUT_OTHER|BILL PAYMENT TO MAX SALMON REFERENCE MONEY, MANDATE NO00002 | debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES|Max | debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES|Max | debit|ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES|Max | debit|ENTERTAINMENT_MUSIC_VIDEO_GAM"
grab,353,353,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,bare key is a known T2 collision candidate; do not ingest silently.,debit|TRANSFER_OUT_OTHER|Grab A-8cgq3llwwdarav | debit|TRANSFER_OUT_OTHER|Grab A-8cgq3llwwdarav | debit|TRANSFER_OUT_OTHER|Grab A-8dxaiuqgw64aav | debit|TRANSFER_OUT_OTHER|Grab A-8dxaiuqgw64aav | debit|TRANSFER_OUT_OTHER|Grab A-85t5n3pwwjwvav | debit|TRANSFER_OUT_OTHER|Grab A-8dgwts2wwaveav
close,348,337,11,3.2,INSURANCE_AND_TAX_INSURANCE,,A needs_carlos,generic key contains unrelated financial entities.,credit|TRANSFER_IN_OTHER|REVERSAL OF 02-10 CLOSE-SWINTON | debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|CLOSE-LANCASTER 83618095 | debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|CLOSE-LANCASTER 83618095 | debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|CLOSE-LANCASTER 83618095 | debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|Direct debit CLOSE-ATLANTA 160400 20008441 | debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|Direct debit CL
michaels,343,343,0,0.0,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,,A needs_carlos,generic key includes personal names and unrelated merchants.,debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|St Michaels Mount Trad from Daily Use Pot | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Michael's | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Michael's | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Michael's | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Michael's | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHAND
fraud,333,0,333,100.0,TRANSFER_IN_OTHER,,A needs_carlos,"refund/credit narrative, not merchant.",credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND | credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND | credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND | credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND | credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND | credit|TRANSFER_IN_OTHER|FR-5309757 FRAUD REFUND
ltd,320,320,0,0.0,RENT_AND_UTILITIES_TELECOMMUNICATIONS,,A needs_carlos,"generic suffix, not an entity.",debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|Premdip LTD | debit|TRANSFER_OUT_OTHER|2287 12AUG25  D   27MARCH LTD       PRESTON GB | debit|GENERAL_SERVICES_OTHER_SERVICES|V1CE LTD V1ce | debit|GENERAL_SERVICES_OTHER_SERVICES|V1CE LTD V1ce | debit|GENERAL_SERVICES_OTHER_SERVICES|V1CE LTD V1ce | debit|GENERAL_SERVICES_OTHER_SERVICES|3150 11AUG25      PAYPAL *CRLTDDOTCO35314369001 GB
nyx,300,300,0,0.0,PERSONAL_CARE_HAIR_AND_BEAUTY,,A needs_carlos,NYX is a provider/payment prefix covering unrelated merchants.,debit|FOOD_RETAIL_GROCERIES|0788 23JUL25 CD   NYX*TESCO         WIGAN GB | debit|TRANSFER_OUT_OTHER|3543 05JUL25 CD   NYX*TESCO         WIGAN GB | debit|PERSONAL_CARE_HAIR_AND_BEAUTY|9492 02OCT25 CD   NYX*OLIVECA       TERINGSERVI       ATHERSTONE GB | debit|ENTERTAINMENT_EVENTS_AND_TICKETS|6922 14JUN25 CD   NYX*HOLLYWO       ODBOWLGROUP       HEMELHEMPSTEA GB | debit|ENTERTAINMENT_EVENTS_AND_TICK
cd nyx,299,299,0,0.0,PERSONAL_CARE_HAIR_AND_BEAUTY,,A needs_carlos,NYX is a provider/payment prefix covering unrelated merchants.,debit|PERSONAL_CARE_HAIR_AND_BEAUTY|6049 02OCT25 CD   NYX*REFRESH       MENTSYSTEMS       BRADFORD GB | debit|GENERAL_MERCHANDISE_ONLINE_MARKETPLACES|8938 28AUG25 CD   NYX*FLAMING       OLANDLTD          MALTON GB | debit|PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS|3448 30MAY25 CD   NYX*JDSPORT       SGYMSLTD          BURY GB | debit|FOOD_RETAIL_OTHER|6503 12JUL25 CD   NYX*REFRESH       MENTSYSTEMS    
everyday,291,291,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic descriptor.,debit|DINING_DINING|EVERYDAY  ON 26 JUN CPM | debit|TRANSFER_OUT_OTHER|EVERYDAY  ON 03 SEP BCC | debit|TRANSFER_OUT_OTHER|EVERYDAY  ON 03 SEP BCC | debit|TRANSFER_OUT_OTHER|EVERYDAY  ON 04 SEP BCC | debit|TRANSFER_OUT_OTHER|EVERYDAY  ON 04 SEP BCC | debit|TRANSFER_OUT_OTHER|EVERYDAY  ON 17 JUL CLP
david,287,287,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|DAVID             DAVID             VIA MOBILE - PYMT FP 26/08/25 10    11125051272886000N | debit|TRANSFER_OUT_OTHER|DAVID             DAVID             VIA MOBILE - PYMT FP 26/08/25 10    11125051272886000N | debit|TRANSFER_OUT_OTHER|DAVID             DAVID             VIA MOBILE - PYMT FP 21/10/25 10    45155119504322000N | debit|TRANSFER_OUT_OTHER|DAVID             DAV
the,272,271,1,0.4,DINING_DINING,,A needs_carlos,generic token.,debit|GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE|4598 22AUG25 C    THE NEW FLEECE INNELLAND GB | debit|DINING_DINING|ALLPAY *THE HYDE G  ON 01 AUG BCC | debit|DINING_DINING|CARD PAYMENT TO SUMUP **THE GARDEN CAF ON 20-09-2025 | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|The New Cross Turnpike from Bus 2.0 Pot | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|Th
angel hill site,246,246,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,site descriptor unclear.,debit|TRANSFER_OUT_OTHER|Angel Hill Site 1148 | debit|TRANSFER_OUT_OTHER|Angel Hill Site 1148 | debit|GENERAL_SERVICES_OTHER_SERVICES|ANGEL HILL SITE 10READING | debit|GENERAL_SERVICES_OTHER_SERVICES|ANGEL HILL SITE 10READING | debit|GENERAL_SERVICES_OTHER_SERVICES|ANGEL HILL SITE 10READING | debit|TRANSFER_OUT_OTHER|ANGEL HILL SITE 10READING
paul,239,238,1,0.4,TRANSFER_OUT_OTHER,,A needs_carlos,personal name and Zettle merchant collision.,debit|TRANSFER_OUT_OTHER|PAUL MACINTYRE    XX                VIA MOBILE - PYMT FP 26/07/25 10    52002752771615000R | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|Zettle_*Paul Daly Falkirk | debit|TRANSFER_OUT_OTHER|PAUL MACINTYRE    XX                VIA MOBILE - PYMT FP 03/08/25 10    30192031582335000R | debit|TRANSFER_OUT_OTHER|PAUL MACINTYRE    XX                VIA MOBILE - PYMT FP 06/09/25 10 
mycrs,227,227,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,service identity unclear.,debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 3656 | debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 3656 | debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 3656 | debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 3656 | debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 8847 | debit|TRANSFER_OUT_OTHER|Visa purchase MYCRS 8847
stacey,226,226,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|STACEY 500000001617146077 | debit|TRANSFER_OUT_OTHER|STACEY 300000001596271074 | debit|TRANSFER_OUT_OTHER|STACEY 200000001604238749 | debit|TRANSFER_OUT_OTHER|STACEY 200000001604238749 | debit|TRANSFER_OUT_OTHER|STACEY 200000001604238749 | debit|TRANSFER_OUT_OTHER|STACEY 200000001604238749
forest,225,225,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic/place name.,debit|TRANSFER_OUT_OTHER|5599 02SEP25  D   FOREST            LONDON GB | debit|TRANSFER_OUT_OTHER|PENDING FOREST | debit|TRANSFER_OUT_OTHER|PENDING FOREST | debit|TRANSFER_OUT_OTHER|PENDING FOREST | debit|TRANSFER_OUT_OTHER|PENDING FOREST | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|FOREST  ON 05 AUG CPM
hallmark,217,148,69,31.8,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,,A needs_carlos,employer salary credits and catering/spend share the key.,credit|INCOME_SALARY|Hallmark Sl MONZO-ZQGXX | credit|INCOME_SALARY|Hallmark Sl MONZO-ZQGXX | credit|INCOME_SALARY|Hallmark Sl MONZO-ZQGXX | debit|DINING_OTHER_DINING|0341 20AUG25      HALLMARK CATERING AN 0              LONDON GB | debit|DINING_OTHER_DINING|0341 20AUG25      HALLMARK CATERING AN 0              LONDON GB | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|HALLMARK
george,215,215,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,"debit|TRANSFER_OUT_OTHER|GEORGE LEES MARSDE 200000001615029268 | debit|TRANSFER_OUT_OTHER|George B Vyse - SortCodeAccountNumber: 11074414165066 | debit|TRANSFER_OUT_OTHER|George B Vyse - SortCodeAccountNumber: 11074414165066 | debit|TRAVEL_AND_TRANSPORTATION_LODGING|GEORGE HOTEL (VIA APPLE PAY), ON 18-07-2025 | debit|TRAVEL_AND_TRANSPORTATION_LODGING|GEORGE HOTEL (VIA APPLE PAY), ON 18-07-2025 | d"
dsolpay,213,213,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,payment/payment processor entity unclear.,debit|TRANSFER_OUT_OTHER|DSolPay CZECH REP AMOUNT IN EUR 23.11 ON 14 JUL VISA 1.15321 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.60 DSOL | debit|TRANSFER_OUT_OTHER|Visa purchase DSolPay EUR 26.00000 at 1.1433 APPLEPAY 0478 | debit|TRANSFER_OUT_OTHER|Visa purchase DSolPay EUR 23.13000 at 1.1541 APPLEPAY 0110 | debit|TRANSFER_OUT_OTHER|Visa purchase DSolPay EUR 29.00000 at 1.1435 APPLEPAY 0
cd the,213,213,0,0.0,DINING_DINING,,A needs_carlos,truncated collision.,debit|DINING_DINING|9836 14AUG25 CD   THE ROADSIDE      WIGAN GB | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|4134 27JUL25 CD   THE HEYFORD       OXFORDSHIR        BICESTER GB | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|4134 27JUL25 CD   THE HEYFORD       OXFORDSHIR        BICESTER GB | debit|TRAVEL_AND_TRANSPORTATION_AUTOMOTIVE|4134 27JUL25 CD   THE HEYFORD       OXFORDSHIR        BICESTER GB | 
loan,208,198,10,4.8,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,,A needs_carlos,generic/debt memo.,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|J S PINDER        LOAN              VIA MOBILE - PYMT FP 27/09/25 10    41131625649854000N | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|J S PINDER        LOAN              VIA MOBILE - PYMT FP 28/09/25 10    14201003646693000N | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|Mahnoor Mahnoor Loan return | debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|Mahnoor Mahnoor 
cd zettle,198,198,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,payment processor.,debit|TRANSFER_OUT_OTHER|4480 28JUN25 CD   ZETTLE_*CHIP D    CHESTER GB | debit|DINING_DINING|6779 26JUN25 CD   ZETTLE_*ROX BOX   CATERI            CHICHESTER GB | debit|DINING_DINING|6779 26JUN25 CD   ZETTLE_*ROX BOX   CATERI            CHICHESTER GB | debit|TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION|2794 05AUG25 CD   ZETTLE_*CENTRAL   TRAMWA            SCARBOROUGH GB | debit|DININ
john,197,197,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT|ZETTLE_*JOHN KELLY | debit|TRANSFER_OUT_OTHER|John Clarke - SortCodeAccountNumber: 04000392236192 | debit|TRANSFER_OUT_OTHER|John Clarke - SortCodeAccountNumber: 04000392236192 | debit|TRANSFER_OUT_OTHER|JOHN 300000001617713468 | debit|TRANSFER_OUT_OTHER|JOHN MCLAUGHIN    PAM               VIA MOBILE - PYMT FP 19/06/25 10    56200932995709000N | debit|TRAN
pending,194,194,0,0.0,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,,A needs_carlos,"status, not merchant.",debit|TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES|UBER* TRIP  ON 12 JUN BCC UBER* PENDING | debit|TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES|UBER* TRIP  ON 11 JUL BCC UBER* PENDING | debit|TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES|UBER* TRIP  ON 11 JUL BCC UBER* PENDING | debit|TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES|UBER* TRIP  ON 25 JUN BCC UBER* PENDING | debit|TRAVEL_AND
wlt,192,192,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic/truncated key.,"debit|TRANSFER_OUT_OTHER|WLT 58, Oldham News | debit|TRANSFER_OUT_OTHER|WLT 58, Oldham News | debit|TRANSFER_OUT_OTHER|WLT 58, Oldham News | debit|TRANSFER_OUT_OTHER|WLT 26, Spar Ecclesall | debit|TRANSFER_OUT_OTHER|WLT 07, Longridge Mobile Vape | debit|TRANSFER_OUT_OTHER|WLT 07, Longridge Mobile Vape"
vendltd,185,185,0,0.0,FOOD_RETAIL_OTHER,,A needs_carlos,"vending/payment prefix, entity unclear.",debit|FOOD_RETAIL_OTHER|NYX*VendLtd  ON 18 AUG CPM NYX*VENDLTD | debit|FOOD_RETAIL_OTHER|NYX*VendLtd  ON 20 AUG CPM NYX*VENDLTD | debit|FOOD_RETAIL_OTHER|NYX*VendLtd  ON 22 JUL CPM NYX*VENDLTD | debit|FOOD_RETAIL_OTHER|NYX*VendLtd  ON 25 JUL CPM NYX*VENDLTD | debit|FOOD_RETAIL_OTHER|NYX*VendLtd  ON 03 SEP CPM NYX*VENDLTD | debit|FOOD_RETAIL_OTHER|NYX*VendLtd
white,183,183,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,generic token.,debit|TRANSFER_OUT_OTHER|9644 12JUL25 C    PPOINT_*WHITECRAIGGEN               EAST LOTHIAN GB | debit|TRANSFER_OUT_OTHER|9644 12JUL25 C    PPOINT_*WHITECRAIGGEN               EAST LOTHIAN GB | debit|DINING_DINING|WHITE HORSE       LEAMINGTON SP | debit|TRANSFER_OUT_OTHER|9644 13AUG25 C    PPOINT_*WHITECRAIGGEN               EAST LOTHIAN GB | debit|TRANSFER_OUT_OTHER|9644 28JUL25 C    PPOINT_*WHIT
nvcs vending,180,180,0,0.0,FOOD_RETAIL_OTHER,,A needs_carlos,vending operator but leaf is uncertain.,debit|FOOD_RETAIL_OTHER|NVCS VENDING  ON 13 SEP CPM | debit|FOOD_RETAIL_OTHER|NVCS VENDING  ON 13 SEP CPM | debit|FOOD_RETAIL_OTHER|NVCS VENDING  ON 21 AUG CPM | debit|FOOD_RETAIL_OTHER|NVCS VENDING  ON 21 AUG CPM | debit|FOOD_RETAIL_OTHER|Nvcs Vending | debit|FOOD_RETAIL_OTHER|Nvcs Vending
trustly group ab,179,179,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,payment processor.,debit|TRANSFER_OUT_OTHER|Trustly Group AB                         3885843403 MrVegas | debit|TRANSFER_OUT_OTHER|Trustly Group AB                         4132012155 MrVegas | debit|TRANSFER_OUT_OTHER|Trustly Group AB                         3603117756 MrVegas | debit|TRANSFER_OUT_OTHER|Trustly Group AB                         2530291629 MrVegas | debit|TRANSFER_OUT_OTHER|Trustly Group AB           
holiday,172,171,1,0.6,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,,A needs_carlos,generic descriptor.,debit|LOAN_PAYMENTS_CREDIT_CARD_PAYMENT|9650 28JUN25      WWW.HOLIDAY       EXTRAS.COM-       HYTHE GB | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Direct debit to Holiday | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|Direct debit to Holiday | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|New Pines Holiday | debit|GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE|New Pines Holid
louise,170,170,0,0.0,TRANSFER_OUT_OTHER,,A needs_carlos,personal name.,debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSON 043605 03138682 | debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSON 043605 03138682 | debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSON 043605 03138682 | debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSON 043605 03138682 | debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSON 043605 03138682 | debit|TRANSFER_OUT_OTHER|Payment to LOUISE ROBINSO
